(Parent) ASIN,Title,Sessions – Mobile app,Sessions – Mobile APP – B2B,Sessions – Browser,Sessions – Browser – B2B,Sessions – Total,Sessions – Total – B2B,Session percentage – Mobile APP – B2B,Session percentage – Mobile App,Session percentage – Browser,Session percentage – Browser – B2B,Session percentage – Total,Session percentage – Total – B2B,Page views – Mobile app,Page views – Mobile APP – B2B,Page views – Browser,Page views – Browser – B2B,Page views – Total,Page views – Total – B2B,Page views percentage – Mobile App,Page views percentage – Mobile app – B2B,Page views percentage – Browser,Page views percentage – Browser – B2B,Page views percentage – Total,Page views percentage – Total – B2B,Featured Offer (Buy Box) percentage,Featured Offer (Buy Box) percentage – B2B,Units ordered,Units ordered – B2B,Unit Session Percentage,Unit session percentage – B2B,Ordered Product Sales,Ordered product sales – B2B,Total order items,Total order items – B2B,Units refunded,Units refunded – B2B,Refund Rate,Refund rate – B2B,Shipped product sales,Shipped Product Sales – B2B,Units shipped,Units Shipped – B2B,Orders shipped,Orders Shipped – B2B
B074WCCBD6,VICTORIA VYNN GEL POLISH NO. 149 FLOWER LEI,1,0,1,0,2,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,0,1,0,2,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B074WCFNYM,VICTORIA VYNN PURE CREAMY HYBRID NO. 006 GRACEFUL PINK,1,0,0,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,0,0,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B074WD2SQW,VICTORIA VYNN GEL POLISH NO. 146 EXOTIC FRUIT,4,0,3,0,7,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4,0,4,0,8,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B074WD9HG2,VICTORIA VYNN PURE CREAMY HYBRID NO. 011 GENTLE PINK,1,0,1,0,2,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,0,1,0,2,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B074WD9N5Y,VICTORIA VYNN PURE CREAMY HYBRID NO. 010 PINK GLAMOUR,3,0,0,0,3,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3,0,0,0,3,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B074WDDLQM,VICTORIA VYNN PURE CREAMY HYBRID NO. 024 FOREVER CRIMSON,2,0,0,0,2,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2,0,0,0,2,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B074WF72JD,VICTORIA VYNN PURE CREAMY HYBRID NO. 021 EXEMPLARY RED,3,0,2,0,5,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3,0,4,0,7,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B074Z7MMK6,VICTORIA VYNN PURE CREAMY HYBRID NO. 075 HOT ORANGE,2,0,0,0,2,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2,0,0,0,2,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,50.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B074Z8SLWR,VICTORIA VYNN PURE CREAMY HYBRID NO. 050 SECRET HEART,4,0,1,0,5,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4,0,1,0,5,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B074Z8W5W2,VICTORIA VYNN PURE CREAMY HYBRID NO. 031 ENDLESS OCEAN,0,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B074Z9Q8WX,VICTORIA VYNN PURE CREAMY HYBRID NO. 068 BY THE BAY,1,0,0,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,0,0,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B074Z9RD1M,VICTORIA VYNN PURE CREAMY HYBRID NO. 058 ORCHID AROUND,3,0,0,0,3,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3,0,0,0,3,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,33.33%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B074ZGC7Z8,VICTORIA VYNN PURE CREAMY HYBRID NO. 048 RED OBSESSED,1,0,0,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,0,0,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B074ZGG1N6,VICTORIA VYNN PURE CREAMY HYBRID NO. 065 HIGH SOCIETY,3,0,1,0,4,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3,0,1,0,4,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B074ZGLJW8,VICTORIA VYNN PURE CREAMY HYBRID NO. 081 FLORAL WHISPER,1,0,0,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,0,0,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B074ZGRSDJ,VICTORIA VYNN PURE CREAMY HYBRID NO. 076 CANDY BLOOM,1,0,0,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,0,0,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B074ZJ79KJ,VICTORIA VYNN PURE CREAMY HYBRID NO. 056 FEEL THE COLOUR,1,0,0,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,0,0,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B074ZJW5RP,VICTORIA VYNN PURE CREAMY HYBRID NO. 055 PINK UP,1,0,0,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2,0,0,0,2,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B074ZKHVY3,VICTORIA VYNN PURE CREAMY HYBRID NO. 042 MILK COFFEE,2,0,1,0,3,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3,0,1,0,4,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B074ZKP1B9,VICTORIA VYNN PURE CREAMY HYBRID NO. 043 BELLA BROWN,3,0,0,0,3,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6,0,0,0,6,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B074ZLDT8P,VICTORIA VYNN PURE CREAMY HYBRID NO. 053 ALMOST FAMOUS,1,0,0,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,0,0,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B074ZMPQQG,VICTORIA VYNN PURE CREAMY HYBRID NO. 033 EMERALD OCEAN,1,0,0,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,0,0,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B074ZQT6QY,VICTORIA VYNN PURE CREAMY HYBRID NO. 032 TURQUOISE ISLAND,1,0,0,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,0,0,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B07533M99P,VICTORIA VYNN PURE CREAMY HYBRID TOP,4,0,0,0,4,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4,0,0,0,4,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0754PGQJ1,Eveline Cosmetics Art Makeup Anti-Shine Complex Pressed Powder 35 Golden Beige,1,0,3,0,4,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,0,5,0,6,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B07574982J,2 x Max Factor 2000 Calorie Curl Addict Mascara 11ml - Black,4,0,11,0,15,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4,0,15,0,19,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0759TRCV1,L.A. GIRL Ultimate Auto Lipliner - Boundless Berry,3,0,2,0,5,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4,0,2,0,6,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,80.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B075MK46S2,Chi Keratin Silk Infusion 4 x 15 ml,4,0,4,0,8,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,8,0,6,0,14,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B075QF9GDD,VICTORIA VYNN BANANA SHAPED NAIL FILE 180/240,1,0,1,0,2,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,0,1,0,2,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B075QGGBXM,VICTORIA VYNN CRESCENT NAIL FILE 150/150,4,0,0,0,4,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4,0,0,0,4,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B075QHTNTW,"Technic Colour Fix Full Coverage Sand Concealer, 10 ml",14,0,11,0,25,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,17,0,14,0,31,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,7.41%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B075SVL94Q,WoodWick | Large Candle | Vanilla & Sea Salt | Great Gift for Women,1,0,0,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,0,0,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B075TFWBHK,Joanna Professional Ceramide Shampoo - Pineapple Scented Ceramide Hair Treatment - Repairs & Strengthens - 1000 ml,9,0,5,0,14,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,13,0,7,0,20,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,52.63%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B075V5VZRM,Joanna Professional Shampoo Enriched With Milk Proteins – Milk Protein Shampoo for Dry & Damaged Hair – Carefully Selected Formula – Professional Shampoo with Milk proteins for Salons - 1000 ml,3,0,1,0,4,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3,0,2,0,5,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,40.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B075V6L7LK,Joanna Professional UV Filter Hair Shampoo – Professional UV Protection Hair Care Products – Ripe Cherries Scent – Color-Safe Hair Products – Heat UV Protectant for Women - 1000 ml,3,0,1,0,4,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3,0,3,0,6,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,83.33%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B07654Z4XQ,Joanna Naturia Color Permanent Hair Color Cream – Goodness of Milk Proteins & Peach Extracts – Premium-Quality Hair Dye – Provides Soft and Lustrous Hair – Long-Lasting Hair Colors – Sweet Cappucino,4,0,1,0,5,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4,0,4,0,8,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B07655NMY6,Joanna Naturia Color Permanent Hair Color Cream – Goodness of Milk Proteins and Peach Extracts – Premium-Quality Hair Dye – Provides Soft and Lustrous Hair – Long-Lasting Hair Colors – Sweet Toffee,2,0,2,0,4,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2,0,2,0,4,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,50.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B07656M5VW,Joanna Naturia Color Permanent Hair Color Cream – Goodness of Milk Proteins and Peach Extracts – Premium-Quality Hair Dye – Provides Soft and Lustrous Hair – Long-Lasting Hair Colors – Cold Brown,7,0,10,0,17,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,7,0,10,0,17,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,23.53%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B076576KQ5,Joanna Naturia Color Permanent Hair Color Cream – Goodness of Milk Proteins and Peach Extracts – Premium-Quality Hair Dye – Provides Soft and Lustrous Hair – Long-Lasting Hair Colors – Nut Brown,0,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,2,0,2,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B076B4QR3X,Maybelline Color Sensational Shine Compulsion Lipstick,"1,832",10,"1,804",7,"3,636",17,0.12%,0.12%,0.25%,0.10%,0.16%,0.11%,"2,480",11,"2,445",7,"4,925",18,0.12%,0.10%,0.26%,0.07%,0.17%,0.08%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B076B9X9MV,"L'Oréal Paris Nourishing Lipstick with Satin Finish, Argan Oil and Vitamin E, Color Riche Satin",8,0,14,1,22,1,0.00%,0.00%,0.00%,0.01%,0.00%,0.01%,12,0,19,1,31,1,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,42.86%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B076CNNPWK,False Lash Epic Waterproof Mascara by Max Factor Black,71,0,40,2,111,2,0.00%,0.00%,0.01%,0.03%,0.00%,0.01%,91,0,46,2,137,2,0.00%,0.00%,0.00%,0.02%,0.00%,0.01%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B076Q8LYVN,"Max Factor Infinity Lipstick, 6 Always Delicate",42,0,26,0,68,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,64,0,31,0,95,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B076SBXCLK,Maybelline Foundation Fit Me Matte & Poreless Lightweight 332 Golden,460,0,209,4,669,4,0.00%,0.03%,0.03%,0.05%,0.03%,0.03%,667,0,293,12,960,12,0.03%,0.00%,0.03%,0.12%,0.03%,0.06%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0779CPKT7,MARION CLEANSING MICELLAR WATER FACE AND EYE MAKE-UP REMOVAL NORMAL AND SENSITIVE SKIN 150 ML,0,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B077C33FB8,"Eveline Cosmetics Gold Lift Expert Luxury Anti-Wrinkle Face Mask with 24k Gold Therapy 4D™, Hyaluronic Acid & Laminaria Extract - For Sensitive, Dry & Mature Skin",23,0,15,0,38,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,32,0,15,0,47,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B077GBM4HV,Joanna Silk Smoothing Conditioner 200g,12,0,7,0,19,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,15,0,8,0,23,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B077L7F8YB,"Bourjois Healthy Mix Anti-Fatigue Concealer 55 Caramel doré, 7.8ml",4,0,1,0,5,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5,0,1,0,6,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B077V12LWC,Joanna Multi Cream Colour Dye Noble Burgundy/36/,18,0,1,0,19,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,29,0,1,0,30,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,25.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B077VQFKC2,Technic Makeup Remover Cloth,12,0,11,0,23,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,15,0,19,0,34,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,16.13%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£2.87,£0.00,1,0,1,0
B07813Z6CF,Technic Lip Liner Pencil & Sharpener,114,0,59,0,173,0,0.00%,0.01%,0.01%,0.00%,0.01%,0.00%,135,0,73,0,208,0,0.01%,0.00%,0.01%,0.00%,0.01%,0.00%,3.94%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B078142BN4,Loreal MAJIREL EU ABS HT/RC 8.45 14B V511,118,2,58,1,176,3,0.02%,0.01%,0.01%,0.01%,0.01%,0.02%,139,2,76,1,215,3,0.01%,0.02%,0.01%,0.01%,0.01%,0.01%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B078527QDT,Joanna Multi Cream Colour Hair Dye 39.5 Tea Bronze,12,0,6,0,18,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,13,0,6,0,19,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B078GRFBKK,"Sally Hansen Diamond Strength Nail Hardener, 13.3ml, Matte Top Coat",0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,2,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B078H83584,Marion Natura Silk Hair Treatment 15 ml,3,0,6,0,9,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3,0,7,0,10,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,33.33%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B078J49TV5,Maybelline Foundation Fit Me Matte Poreless Lightweight 095 Fair Porcelain,520,2,246,5,766,7,0.02%,0.03%,0.03%,0.07%,0.03%,0.04%,739,2,328,6,"1,067",8,0.04%,0.02%,0.03%,0.06%,0.04%,0.04%,0.42%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B078J4SZ7V,"Maybelline Fit Me Foundation, Medium Coverage, Blendable With a Matte and Poreless Finish, For Normal to Oily Skin, Shade: 124 Soft Sand, 30ml",66,1,44,2,110,3,0.01%,0.00%,0.01%,0.03%,0.00%,0.02%,95,1,55,3,150,4,0.00%,0.01%,0.01%,0.03%,0.01%,0.02%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B078JRFQ53,Marion Natura Silk Hair Treatment 50 ml,0,0,2,0,2,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,2,0,2,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B078N43FBS,Marion Heat Protection Hair Mist 130 ml,0,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B078N7QTBF,"Revlon Colorstay Exactify Liquid Liner, Intense Black",27,1,21,0,48,1,0.01%,0.00%,0.00%,0.00%,0.00%,0.01%,39,1,24,0,63,1,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B078NXXHKX,WoodWick Scented Candle | Ellipse Candle | Vanilla & Sea Salt | Great Gift for Women,8,0,2,0,10,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,10,0,3,0,13,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B078VGMHHW,Silcare Gel Top No Wipe Coat Dry Top Supershine 9g UV Gel Polish Hybrid Manicure,6,0,2,0,8,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,8,0,3,0,11,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B078X4H1WN,Maybelline Volum'Express Colossal Waterproof Mascara - Zwart,292,0,146,4,438,4,0.00%,0.02%,0.02%,0.05%,0.02%,0.03%,381,0,187,6,568,6,0.02%,0.00%,0.02%,0.06%,0.02%,0.03%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0793N9ZKZ,"Rimmel 60 Second Super Shine Nail Polish Flip Flop 312, Be Red Y, 8 ml (Pack of 1)",37,0,10,0,47,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,49,0,14,0,63,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B079K2MCHH,"Rimmel Match Perfection Foundation 501 Noisette, Medium Coverage, 24hr Hydration, No Caking or Creasing, Lightweight, Reduces Imperfections, Invisible Coverage, SPF20, Cruelty Free",73,2,45,3,118,5,0.02%,0.00%,0.01%,0.04%,0.01%,0.03%,106,2,60,3,166,5,0.01%,0.02%,0.01%,0.03%,0.01%,0.02%,0.66%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
